id,name,type,test_type_codes,test_type_labels,job_family,job_levels,industry,remote_testing,adaptive_irt,duration_minutes,description,languages,url,use_cases,keywords,job_family_id,job_level_ids,sub_industry_ids,skill_ids,cognitive_domain_ids,ucf_competency_cluster_ids,delivery_proctoring_id,delivery_bandwidth_id,delivery_device_ids,accessibility_flags,confidence_score,confidence_band,schema_version,effective_from,valid_until,lifecycle_status,gdpr_compliant,bias_audit_required,right_to_explanation
91,Manager 8.0+ JFA,Pre-packaged Job Solution,"B,K,P",Biodata & Situational Judgement | Knowledge & Skills | Personality & Behavior,Business,Graduate | Manager,,True,False,,"Manager 8.0+ JFA is a pre-packaged SHL assessment solution designed for Business hiring. It combines Biodata & Situational Judgement and Knowledge & Skills and Personality & Behavior to provide a comprehensive evaluation of candidate suitability for Graduate, Manager roles.",English (USA) | English International | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/manager-8-0-jfa-4310/,Talent Acquisition,manager 8.0+ jfa | biodata & situational judgement | knowledge & skills | personality & behavior | business | manager | 8.0+,JF_BUS_001,JL_GRD_001|JL_MGR_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_CRT_001|COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
92,Manufacturing Production Team Member,Pre-packaged Job Solution,"A,B",Ability & Aptitude | Biodata & Situational Judgement,Business,Entry-Level | Graduate | Manager,Manufacturing,True,False,,"Manufacturing Production Team Member is a pre-packaged SHL assessment solution designed for Business hiring. It combines Ability & Aptitude and Biodata & Situational Judgement to provide a comprehensive evaluation of candidate suitability for Entry-Level, Graduate roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/manufacturing-production-team-member/,Talent Acquisition,manufacturing production team member | ability & aptitude | biodata & situational judgement | business | manufacturing | production | team | member,JF_BUS_001,JL_ENT_001|JL_GRD_001|JL_MGR_001,IND_MFG_AUT_001|IND_MFG_IND_001,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_ABS_001|COG_CRT_001|COG_IND_001|COG_NUM_001|COG_VRB_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.83,MEDIUM,2.0,2026-03-01,,active,True,True,True
93,Manufacturing Skilled Maintenance Worker,Pre-packaged Job Solution,"A,B",Ability & Aptitude | Biodata & Situational Judgement,Business,Entry-Level | Graduate | Manager,Manufacturing,True,False,,"Manufacturing Skilled Maintenance Worker is a pre-packaged SHL assessment solution designed for Business hiring. It combines Ability & Aptitude and Biodata & Situational Judgement to provide a comprehensive evaluation of candidate suitability for Entry-Level, Graduate roles.",English (USA) | Arabic | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/manufacturing-skilled-maintenance-worker/,Talent Acquisition,manufacturing skilled maintenance worker | ability & aptitude | biodata & situational judgement | business | manufacturing | skilled | maintenance | worker,JF_BUS_001,JL_ENT_001|JL_GRD_001|JL_MGR_001,IND_MFG_AUT_001|IND_MFG_IND_001,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_ABS_001|COG_CRT_001|COG_IND_001|COG_NUM_001|COG_VRB_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.83,MEDIUM,2.0,2026-03-01,,active,True,True,True
94,Network Engineer/Analyst Solution,Pre-packaged Job Solution,"P,S,K,B,A",Personality & Behavior | Simulations | Knowledge & Skills | Biodata & Situational Judgement | Ability & Aptitude,Information Technology,Graduate | Manager | Professional Individual Contributor,,True,False,40.0,"Network Engineer/Analyst Solution is a pre-packaged SHL assessment solution designed for Information Technology hiring. It combines Personality & Behavior and Simulations and Knowledge & Skills to provide a comprehensive evaluation of candidate suitability for Graduate, Manager roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/network-engineeranalyst-solution/,Talent Acquisition,network engineer/analyst solution | personality & behavior | simulations | knowledge & skills | biodata & situational judgement | ability & aptitude | information technology | network | engineer | analyst,JF_IT_001,JL_GRD_001|JL_MGR_001|JL_PIC_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_ABS_001|COG_CRT_001|COG_IND_001|COG_LRN_001|COG_NUM_001|COG_SPD_001|COG_VRB_001|COG_WMM_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_HGH_001,DEV_DTP_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.82,MEDIUM,2.0,2026-03-01,,active,True,True,True
95,Nurse Leader Solution,Pre-packaged Job Solution,"S,A,B,P",Simulations | Ability & Aptitude | Biodata & Situational Judgement | Personality & Behavior,Healthcare,Front Line Manager | Graduate | Manager | Supervisor,Healthcare,True,False,40.0,"Nurse Leader Solution is a pre-packaged SHL assessment solution designed for Healthcare hiring. It combines Simulations and Ability & Aptitude and Biodata & Situational Judgement to provide a comprehensive evaluation of candidate suitability for Front Line Manager, Graduate roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/nurse-leader-solution/,Talent Acquisition,nurse leader solution | simulations | ability & aptitude | biodata & situational judgement | personality & behavior | healthcare | nurse | leader | solution,JF_HC_001,JL_FLM_001|JL_GRD_001|JL_MGR_001|JL_SUP_001,IND_HLT_HOS_001|IND_HLT_PHA_001,SKL_SOFT_EMP_001|SKL_SOFT_COM_001|SKL_SOFT_CRT_001|SKL_BUS_RSK_001,COG_ABS_001|COG_CRT_001|COG_IND_001|COG_NUM_001|COG_VRB_001|COG_WMM_001,CL_SC_001|CL_AI_001|CL_OE_001,PRO_NON_001,BW_HGH_001,DEV_DTP_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.9,HIGH,2.0,2026-03-01,,active,True,True,True
96,Nurse Solution,Pre-packaged Job Solution,"P,A,B",Personality & Behavior | Ability & Aptitude | Biodata & Situational Judgement,Healthcare,Graduate | Manager | Professional Individual Contributor,Healthcare,True,False,40.0,"Nurse Solution is a pre-packaged SHL assessment solution designed for Healthcare hiring. It combines Personality & Behavior and Ability & Aptitude and Biodata & Situational Judgement to provide a comprehensive evaluation of candidate suitability for Graduate, Manager roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/nurse-solution/,Talent Acquisition,nurse solution | personality & behavior | ability & aptitude | biodata & situational judgement | healthcare | nurse | solution,JF_HC_001,JL_GRD_001|JL_MGR_001|JL_PIC_001,IND_HLT_HOS_001|IND_HLT_PHA_001,SKL_SOFT_EMP_001|SKL_SOFT_COM_001|SKL_SOFT_CRT_001|SKL_BUS_RSK_001,COG_ABS_001|COG_CRT_001|COG_IND_001|COG_NUM_001|COG_VRB_001,CL_SC_001|CL_AI_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.9,HIGH,2.0,2026-03-01,,active,True,True,True
97,Nursing Assistant Solution,Pre-packaged Job Solution,"A,B,P",Ability & Aptitude | Biodata & Situational Judgement | Personality & Behavior,Healthcare,Entry-Level | Graduate | Manager,Healthcare,True,False,40.0,"Nursing Assistant Solution is a pre-packaged SHL assessment solution designed for Healthcare hiring. It combines Ability & Aptitude and Biodata & Situational Judgement and Personality & Behavior to provide a comprehensive evaluation of candidate suitability for Entry-Level, Graduate roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/nursing-assistant-solution/,Talent Acquisition,nursing assistant solution | ability & aptitude | biodata & situational judgement | personality & behavior | healthcare | nursing | assistant | solution,JF_HC_001,JL_ENT_001|JL_GRD_001|JL_MGR_001,IND_HLT_HOS_001|IND_HLT_PHA_001,SKL_SOFT_EMP_001|SKL_SOFT_COM_001|SKL_SOFT_CRT_001|SKL_BUS_RSK_001,COG_ABS_001|COG_CRT_001|COG_IND_001|COG_NUM_001|COG_VRB_001,CL_SC_001|CL_AI_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.9,HIGH,2.0,2026-03-01,,active,True,True,True
98,Personal Banker - Short Form,Pre-packaged Job Solution,"A,B,K,P,S",Ability & Aptitude | Biodata & Situational Judgement | Knowledge & Skills | Personality & Behavior | Simulations,Business,Entry-Level | Graduate | Manager | Mid-Professional,Banking/Finance,True,False,30.0,"Personal Banker - Short Form is a pre-packaged SHL assessment solution designed for Business hiring. It combines Ability & Aptitude and Biodata & Situational Judgement and Knowledge & Skills to provide a comprehensive evaluation of candidate suitability for Entry-Level, Graduate roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/personal-banker-short-form/,Talent Acquisition,personal banker - short form | ability & aptitude | biodata & situational judgement | knowledge & skills | personality & behavior | simulations | business | personal | banker | short,JF_BUS_001,JL_ENT_001|JL_GRD_001|JL_MGR_001|JL_MID_001,IND_BNK_RET_001|IND_BNK_INV_001,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_ABS_001|COG_CRT_001|COG_IND_001|COG_LRN_001|COG_NUM_001|COG_SPD_001|COG_VRB_001|COG_WMM_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_HGH_001,DEV_DTP_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.9,HIGH,2.0,2026-03-01,,active,True,True,True
99,Phone Banker - Short Form,Pre-packaged Job Solution,"A,B,P",Ability & Aptitude | Biodata & Situational Judgement | Personality & Behavior,Business,Entry-Level | Graduate | Manager | Mid-Professional,Banking/Finance,True,False,30.0,"Phone Banker - Short Form is a pre-packaged SHL assessment solution designed for Business hiring. It combines Ability & Aptitude and Biodata & Situational Judgement and Personality & Behavior to provide a comprehensive evaluation of candidate suitability for Entry-Level, Graduate roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/phone-banker-short-form/,Talent Acquisition,phone banker - short form | ability & aptitude | biodata & situational judgement | personality & behavior | business | phone | banker | short | form,JF_BUS_001,JL_ENT_001|JL_GRD_001|JL_MGR_001|JL_MID_001,IND_BNK_RET_001|IND_BNK_INV_001,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_ABS_001|COG_CRT_001|COG_IND_001|COG_NUM_001|COG_VRB_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.9,HIGH,2.0,2026-03-01,,active,True,True,True
100,Prep/Line Cook Solution,Pre-packaged Job Solution,"A,B,P",Ability & Aptitude | Biodata & Situational Judgement | Personality & Behavior,Business,Entry-Level | Graduate | Manager,,True,False,40.0,"Prep/Line Cook Solution is a pre-packaged SHL assessment solution designed for Business hiring. It combines Ability & Aptitude and Biodata & Situational Judgement and Personality & Behavior to provide a comprehensive evaluation of candidate suitability for Entry-Level, Graduate roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/prepline-cook-solution/,Talent Acquisition,prep/line cook solution | ability & aptitude | biodata & situational judgement | personality & behavior | business | prep | line | cook | solution,JF_BUS_001,JL_ENT_001|JL_GRD_001|JL_MGR_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_ABS_001|COG_CRT_001|COG_IND_001|COG_NUM_001|COG_VRB_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.82,MEDIUM,2.0,2026-03-01,,active,True,True,True
101,Professional + 7.0 Solution,Pre-packaged Job Solution,"A,B,C",Ability & Aptitude | Biodata & Situational Judgement | Competencies,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,40.0,"Professional + 7.0 Solution is a pre-packaged SHL assessment solution designed for Business hiring. It combines Ability & Aptitude and Biodata & Situational Judgement and Competencies to provide a comprehensive evaluation of candidate suitability for Graduate, Manager roles.",English (USA) | English International | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/professional-7-0-solution-3958/,Talent Acquisition,professional + 7.0 solution | ability & aptitude | biodata & situational judgement | competencies | business | professional | solution,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_ABS_001|COG_CRT_001|COG_IND_001|COG_NUM_001|COG_VRB_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.82,MEDIUM,2.0,2026-03-01,,active,True,True,True
102,Professional + 7.1 (Americas),Pre-packaged Job Solution,"B,C,P",Biodata & Situational Judgement | Competencies | Personality & Behavior,Business,General Population | Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Professional + 7.1 (Americas) is a pre-packaged SHL assessment solution designed for Business hiring. It combines Biodata & Situational Judgement and Competencies and Personality & Behavior to provide a comprehensive evaluation of candidate suitability for General Population, Graduate roles.",Spanish | Japanese | Latin American Spanish | English (South Africa),https://www.shl.com/products/product-catalog/view/professional-7-1-%28americas%29/,Talent Acquisition,professional + 7.1 (americas) | biodata & situational judgement | competencies | personality & behavior | business | professional | americas,JF_BUS_001,JL_GEN_001|JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_CRT_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
103,Professional + 7.1 (International),Pre-packaged Job Solution,"B,C,P",Biodata & Situational Judgement | Competencies | Personality & Behavior,Business,General Population | Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Professional + 7.1 (International) is a pre-packaged SHL assessment solution designed for Business hiring. It combines Biodata & Situational Judgement and Competencies and Personality & Behavior to provide a comprehensive evaluation of candidate suitability for General Population, Graduate roles.",English (USA) | English International | French | German | Spanish | Dutch | Chinese Simplified | Chinese Traditional | Japanese | Portuguese | Portuguese (Brazil) | Italian | Swedish | Norwegian | Danish | Finnish | French (Canada) | English (South Africa),https://www.shl.com/products/product-catalog/view/professional-7-1-solution/,Talent Acquisition,professional + 7.1 (international) | biodata & situational judgement | competencies | personality & behavior | business | professional | international,JF_BUS_001,JL_GEN_001|JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_CRT_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.8,MEDIUM,2.0,2026-03-01,,active,True,True,True
104,Professional 7.0 Solution,Pre-packaged Job Solution,"B,C",Biodata & Situational Judgement | Competencies,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,40.0,"Professional 7.0 Solution is a pre-packaged SHL assessment solution designed for Business hiring. It combines Biodata & Situational Judgement and Competencies to provide a comprehensive evaluation of candidate suitability for Graduate, Manager roles.",English (USA) | English International | French | Spanish | Japanese | Latin American Spanish | French (Canada) | English (South Africa),https://www.shl.com/products/product-catalog/view/professional-7-0-solution/,Talent Acquisition,professional 7.0 solution | biodata & situational judgement | competencies | business | professional | solution,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_CRT_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.87,HIGH,2.0,2026-03-01,,active,True,True,True
105,Professional 7.1 (International),Pre-packaged Job Solution,"C,B",Competencies | Biodata & Situational Judgement,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Professional 7.1 (International) is a pre-packaged SHL assessment solution designed for Business hiring. It combines Competencies and Biodata & Situational Judgement to provide a comprehensive evaluation of candidate suitability for Graduate, Manager roles.",English (USA) | English International | French | German | Spanish | Dutch | Japanese | Portuguese | Portuguese (Brazil) | Italian | Swedish | Norwegian | Danish | Finnish | Latin American Spanish | French (Canada) | English (South Africa),https://www.shl.com/products/product-catalog/view/professional-7-1-solution-4247/,Talent Acquisition,professional 7.1 (international) | competencies | biodata & situational judgement | business | professional | international,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_CRT_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.8,MEDIUM,2.0,2026-03-01,,active,True,True,True
